,county,count,month,year,state
629,ELMORE,49618,October,2017,AL
630,ESCAMBIA,21930,October,2017,AL
631,ETOWAH,63144,October,2017,AL
632,FAYETTE,11035,October,2017,AL
633,FRANKLIN,16903,October,2017,AL
634,GENEVA,16235,October,2017,AL
635,GREENE,6295,October,2017,AL
636,HALE,10767,October,2017,AL
637,HENRY,11498,October,2017,AL
638,HOUSTON,60793,October,2017,AL
639,JACKSON,32953,October,2017,AL
640,JEFFERSON,413940,October,2017,AL
641,LAMAR,9180,October,2017,AL
642,LAUDERDALE,54536,October,2017,AL
643,LAWRENCE,21586,October,2017,AL
644,LEE,90403,October,2017,AL
645,LIMESTONE,54983,October,2017,AL
646,LOWNDES,8919,October,2017,AL
647,MACON,14770,October,2017,AL
648,MADISON,221343,October,2017,AL
649,MARENGO,14208,October,2017,AL
650,MARION,17833,October,2017,AL
651,MARSHALL,51476,October,2017,AL
652,MOBILE,253421,October,2017,AL
653,MONROE,13904,October,2017,AL
654,MONTGOMERY,133203,October,2017,AL
655,MORGAN,70370,October,2017,AL
656,PERRY,7284,October,2017,AL
657,PICKENS,12362,October,2017,AL
658,PIKE,18824,October,2017,AL
659,RANDOLPH,14714,October,2017,AL
660,RUSSELL,31708,October,2017,AL
661,SHELBY,130228,October,2017,AL
662,ST_CLAIR,54609,October,2017,AL
663,SUMTER,8359,October,2017,AL
664,TALLADEGA,48311,October,2017,AL
665,TALLAPOOSA,26678,October,2017,AL
666,TUSCALOOSA,114089,October,2017,AL
667,WALKER,41704,October,2017,AL
668,WASHINGTON,11647,October,2017,AL
669,WILCOX,7831,October,2017,AL
670,WINSTON,14297,October,2017,AL
671,AUTAUGA,34011,November,2017,AL
672,BALDWIN,132644,November,2017,AL
673,BARBOUR,14873,November,2017,AL
674,BIBB,12325,November,2017,AL
675,BLOUNT,34723,November,2017,AL
676,BULLOCK,6632,November,2017,AL
677,BUTLER,12304,November,2017,AL
678,CALHOUN,65538,November,2017,AL
679,CHAMBERS,21271,November,2017,AL
680,CHEROKEE,15720,November,2017,AL
681,CHILTON,24968,November,2017,AL
682,CHOCTAW,9309,November,2017,AL
683,CLARKE,17177,November,2017,AL
684,CLAY,9044,November,2017,AL
685,CLEBURNE,8950,November,2017,AL
686,COFFEE,28815,November,2017,AL
687,COLBERT,35618,November,2017,AL
688,CONECUH,8930,November,2017,AL
689,COOSA,7221,November,2017,AL
690,COVINGTON,22601,November,2017,AL
691,CRENSHAW,8705,November,2017,AL
692,CULLMAN,51026,November,2017,AL
693,DALE,27374,November,2017,AL
694,DALLAS,27510,November,2017,AL
695,DEKALB,37019,November,2017,AL
696,ELMORE,49760,November,2017,AL
697,ESCAMBIA,22049,November,2017,AL
698,ETOWAH,63588,November,2017,AL
699,FAYETTE,11117,November,2017,AL
700,FRANKLIN,16984,November,2017,AL
701,GENEVA,16293,November,2017,AL
702,GREENE,6309,November,2017,AL
703,HALE,10787,November,2017,AL
704,HENRY,11551,November,2017,AL
705,HOUSTON,61153,November,2017,AL
706,JACKSON,33034,November,2017,AL
707,JEFFERSON,419198,November,2017,AL
708,LAMAR,9220,November,2017,AL
709,LAUDERDALE,54852,November,2017,AL
710,LAWRENCE,21690,November,2017,AL
711,LEE,91524,November,2017,AL
712,LIMESTONE,55378,November,2017,AL
