"","county","count","month","year","state"
"284","Washington","14225","December","2017","IA"
"285","Wayne","3589","December","2017","IA"
"286","Webster","23273","December","2017","IA"
"287","Winnebago","7317","December","2017","IA"
"288","Winneshiek","13665","December","2017","IA"
"289","Woodbury","57293","December","2017","IA"
"290","Worth","5337","December","2017","IA"
"291","Wright","7895","December","2017","IA"
"292","Allamakee","9621","February","2017","IA"
"293","Appanoose","8432","February","2017","IA"
"294","Audubon","4257","February","2017","IA"
"295","Benton","17362","February","2017","IA"
"296","Black Hawk","84118","February","2017","IA"
"297","Boone","18271","February","2017","IA"
"298","Bremer","16806","February","2017","IA"
"299","Buchanan","13395","February","2017","IA"
"300","Buena Vista","11819","February","2017","IA"
"301","Butler","9841","February","2017","IA"
"302","Calhoun","6538","February","2017","IA"
"303","Carroll","14134","February","2017","IA"
"304","Cass","9287","February","2017","IA"
"305","Cedar","11927","February","2017","IA"
"306","Cerro Gordo","30104","February","2017","IA"
"307","Cherokee","8084","February","2017","IA"
"308","Chickasaw","8457","February","2017","IA"
"309","Clarke","5705","February","2017","IA"
"310","Clay","11269","February","2017","IA"
"311","Clayton","11706","February","2017","IA"
"312","Clinton","31472","February","2017","IA"
"313","Crawford","9527","February","2017","IA"
"314","Dallas","53363","February","2017","IA"
"315","Davis","4931","February","2017","IA"
"316","Decatur","4814","February","2017","IA"
"317","Delaware","11510","February","2017","IA"
"318","Des Moines","26271","February","2017","IA"
"319","Dickinson","12749","February","2017","IA"
"320","Dubuque","64894","February","2017","IA"
"321","Emmet","6493","February","2017","IA"
"322","Fayette","12151","February","2017","IA"
"323","Floyd","10532","February","2017","IA"
"324","Franklin","6537","February","2017","IA"
"325","Fremont","4865","February","2017","IA"
"326","Greene","6308","February","2017","IA"
"327","Grundy","8625","February","2017","IA"
"328","Guthrie","7601","February","2017","IA"
"329","Hamilton","9926","February","2017","IA"
"330","Hancock","7611","February","2017","IA"
"331","Hardin","11223","February","2017","IA"
"332","Harrison","8718","February","2017","IA"
"333","Henry","12990","February","2017","IA"
"334","Howard","5969","February","2017","IA"
"335","Humboldt","6337","February","2017","IA"
"336","Ida","4795","February","2017","IA"
"337","Iowa","11581","February","2017","IA"
"338","Jackson","13993","February","2017","IA"
"339","Jasper","24550","February","2017","IA"
"340","Jefferson","10552","February","2017","IA"
"341","Johnson","93863","February","2017","IA"
"342","Jones","13118","February","2017","IA"
"343","Keokuk","6619","February","2017","IA"
"344","Kossuth","10966","February","2017","IA"
"345","Lee","22012","February","2017","IA"
"346","Linn","140547","February","2017","IA"
"347","Louisa","6820","February","2017","IA"
"348","Lucas","5642","February","2017","IA"
"349","Lyon","8093","February","2017","IA"
"350","Madison","10897","February","2017","IA"
