"","county","count","month","year","state"
"359","HARDEE","12094","June","2018","FL"
"360","HENDRY","17544","June","2018","FL"
"361","HERNANDO","131535","June","2018","FL"
"362","HIGHLANDS","58015","June","2018","FL"
"363","HILLSBOROUGH","830544","June","2018","FL"
"364","HOLMES","10610","June","2018","FL"
"365","INDIAN RIVER","110993","June","2018","FL"
"366","JACKSON","27560","June","2018","FL"
"367","JEFFERSON","9651","June","2018","FL"
"368","LAFAYETTE","4297","June","2018","FL"
"369","LAKE","229459","June","2018","FL"
"370","LEE","434032","June","2018","FL"
"371","LEON","205806","June","2018","FL"
"372","LEVY","27382","June","2018","FL"
"373","LIBERTY","4341","June","2018","FL"
"374","MADISON","11772","June","2018","FL"
"375","MANATEE","239016","June","2018","FL"
"376","MARION","237782","June","2018","FL"
"377","MARTIN","112859","June","2018","FL"
"378","MIAMI-DADE","1390512","June","2018","FL"
"379","MONROE","52896","June","2018","FL"
"380","NASSAU","65376","June","2018","FL"
"381","OKALOOSA","132577","June","2018","FL"
"382","OKEECHOBEE","20167","June","2018","FL"
"383","ORANGE","764173","June","2018","FL"
"384","OSCEOLA","209718","June","2018","FL"
"385","PALM BEACH","913575","June","2018","FL"
"386","PASCO","343426","June","2018","FL"
"387","PINELLAS","650253","June","2018","FL"
"388","POLK","405190","June","2018","FL"
"389","PUTNAM","46878","June","2018","FL"
"390","SANTA ROSA","129594","June","2018","FL"
"391","SARASOTA","312180","June","2018","FL"
"392","SEMINOLE","291691","June","2018","FL"
"393","ST. JOHNS","182192","June","2018","FL"
"394","ST. LUCIE","199035","June","2018","FL"
"395","SUMTER","94575","June","2018","FL"
"396","SUWANNEE","25545","June","2018","FL"
"397","TAYLOR","11929","June","2018","FL"
"398","UNION","7231","June","2018","FL"
"399","VOLUSIA","373161","June","2018","FL"
"400","WAKULLA","20385","June","2018","FL"
"401","WALTON","48991","June","2018","FL"
"402","WASHINGTON","15661","June","2018","FL"
"403","ALACHUA","174752","July","2018","FL"
"404","BAKER","14818","July","2018","FL"
"405","BAY","119419","July","2018","FL"
"406","BRADFORD","16187","July","2018","FL"
"407","BREVARD","415602","July","2018","FL"
"408","BROWARD","1153269","July","2018","FL"
"409","CALHOUN","8639","July","2018","FL"
"410","CHARLOTTE","132974","July","2018","FL"
"411","CITRUS","107901","July","2018","FL"
"412","CLAY","151418","July","2018","FL"
"413","COLLIER","208975","July","2018","FL"
"414","COLUMBIA","39782","July","2018","FL"
"415","DESOTO","16644","July","2018","FL"
"416","DIXIE","9560","July","2018","FL"
"417","DUVAL","592510","July","2018","FL"
"418","ESCAMBIA","209233","July","2018","FL"
"419","FLAGLER","81551","July","2018","FL"
"420","FRANKLIN","7640","July","2018","FL"
"421","GADSDEN","29644","July","2018","FL"
"422","GILCHRIST","11622","July","2018","FL"
"423","GLADES","6753","July","2018","FL"
"424","GULF","10085","July","2018","FL"
"425","HAMILTON","7661","July","2018","FL"
"426","HARDEE","12129","July","2018","FL"
"427","HENDRY","17573","July","2018","FL"
"428","HERNANDO","132273","July","2018","FL"
"429","HIGHLANDS","58376","July","2018","FL"
"430","HILLSBOROUGH","838214","July","2018","FL"
"431","HOLMES","10638","July","2018","FL"
"432","INDIAN RIVER","111631","July","2018","FL"
"433","JACKSON","27687","July","2018","FL"
"434","JEFFERSON","9717","July","2018","FL"
"435","LAFAYETTE","4310","July","2018","FL"
"436","LAKE","231514","July","2018","FL"
"437","LEE","437057","July","2018","FL"
"438","LEON","206755","July","2018","FL"
"439","LEVY","27571","July","2018","FL"
"440","LIBERTY","4358","July","2018","FL"
"441","MADISON","11797","July","2018","FL"
"442","MANATEE","240429","July","2018","FL"
"443","MARION","239203","July","2018","FL"
"444","MARTIN","113275","July","2018","FL"
"445","MIAMI-DADE","1398990","July","2018","FL"
"446","MONROE","52878","July","2018","FL"
"447","NASSAU","65838","July","2018","FL"
"448","OKALOOSA","133045","July","2018","FL"
"449","OKEECHOBEE","20252","July","2018","FL"
"450","ORANGE","772781","July","2018","FL"
"451","OSCEOLA","212276","July","2018","FL"
"452","PALM BEACH","918931","July","2018","FL"
"453","PASCO","345952","July","2018","FL"
"454","PINELLAS","654313","July","2018","FL"
"455","POLK","408276","July","2018","FL"
"456","PUTNAM","46898","July","2018","FL"
"457","SANTA ROSA","130399","July","2018","FL"
"458","SARASOTA","313801","July","2018","FL"
"459","SEMINOLE","294870","July","2018","FL"
"460","ST. JOHNS","183732","July","2018","FL"
"461","ST. LUCIE","200136","July","2018","FL"
"462","SUMTER","95126","July","2018","FL"
"463","SUWANNEE","25604","July","2018","FL"
"464","TAYLOR","12001","July","2018","FL"
"465","UNION","7299","July","2018","FL"
"466","VOLUSIA","375779","July","2018","FL"
"467","WAKULLA","20533","July","2018","FL"
"468","WALTON","49342","July","2018","FL"
"469","WASHINGTON","15709","July","2018","FL"
"470","ALACHUA","176133","August","2018","FL"
"471","BAKER","14909","August","2018","FL"
"472","BAY","119942","August","2018","FL"
"473","BRADFORD","16202","August","2018","FL"
"474","BREVARD","417858","August","2018","FL"
"475","BROWARD","1158638","August","2018","FL"
"476","CALHOUN","8654","August","2018","FL"
"477","CHARLOTTE","133379","August","2018","FL"
"478","CITRUS","108462","August","2018","FL"
"479","CLAY","151908","August","2018","FL"
"480","COLLIER","210431","August","2018","FL"
"481","COLUMBIA","39986","August","2018","FL"
"482","DESOTO","16645","August","2018","FL"
"483","DIXIE","9579","August","2018","FL"
"484","DUVAL","597021","August","2018","FL"
"485","ESCAMBIA","210599","August","2018","FL"
"486","FLAGLER","81915","August","2018","FL"
"487","FRANKLIN","7716","August","2018","FL"
"488","GADSDEN","29701","August","2018","FL"
"489","GILCHRIST","11686","August","2018","FL"
"490","GLADES","6749","August","2018","FL"
"491","GULF","10134","August","2018","FL"
"492","HAMILTON","7689","August","2018","FL"
"493","HARDEE","12148","August","2018","FL"
"494","HENDRY","17637","August","2018","FL"
"495","HERNANDO","132790","August","2018","FL"
"496","HIGHLANDS","58600","August","2018","FL"
"497","HILLSBOROUGH","844611","August","2018","FL"
