"","county","count","month","year","state"
"358","ATLANTIC","181974","June","2018","NJ"
"359","BERGEN","600425","June","2018","NJ"
"360","BURLINGTON","313780","June","2018","NJ"
"361","CAMDEN","353067","June","2018","NJ"
"362","CAPE MAY","70897","June","2018","NJ"
"363","CUMBERLAND","90270","June","2018","NJ"
"364","ESSEX","501083","June","2018","NJ"
"365","GLOUCESTER","210149","June","2018","NJ"
"366","HUDSON","354765","June","2018","NJ"
"367","HUNTERDON","97694","June","2018","NJ"
"368","MERCER","238135","June","2018","NJ"
"369","MIDDLESEX","504483","June","2018","NJ"
"370","MONMOUTH","451413","June","2018","NJ"
"371","MORRIS","357972","June","2018","NJ"
"372","OCEAN","404918","June","2018","NJ"
"373","PASSAIC","310754","June","2018","NJ"
"374","SALEM","44637","June","2018","NJ"
"375","SOMERSET","229493","June","2018","NJ"
"376","SUSSEX","105224","June","2018","NJ"
"377","UNION","331238","June","2018","NJ"
"378","WARREN","75390","June","2018","NJ"
"379","ATLANTIC","182252","July","2018","NJ"
"380","BERGEN","601608","July","2018","NJ"
"381","BURLINGTON","314255","July","2018","NJ"
"382","CAMDEN","353274","July","2018","NJ"
"383","CAPE MAY","71030","July","2018","NJ"
"384","CUMBERLAND","90163","July","2018","NJ"
"385","ESSEX","501171","July","2018","NJ"
"386","GLOUCESTER","210424","July","2018","NJ"
"387","HUDSON","355630","July","2018","NJ"
"388","HUNTERDON","98069","July","2018","NJ"
"389","MERCER","238999","July","2018","NJ"
"390","MIDDLESEX","504910","July","2018","NJ"
"391","MONMOUTH","452327","July","2018","NJ"
"392","MORRIS","357656","July","2018","NJ"
"393","OCEAN","404400","July","2018","NJ"
"394","PASSAIC","311875","July","2018","NJ"
"395","SALEM","44672","July","2018","NJ"
"396","SOMERSET","229158","July","2018","NJ"
"397","SUSSEX","105456","July","2018","NJ"
"398","UNION","332557","July","2018","NJ"
"399","WARREN","75253","July","2018","NJ"
"400","ATLANTIC","182221","August","2018","NJ"
"401","BERGEN","604552","August","2018","NJ"
"402","BURLINGTON","314803","August","2018","NJ"
"403","CAMDEN","354065","August","2018","NJ"
"404","CAPE MAY","71098","August","2018","NJ"
"405","CUMBERLAND","90439","August","2018","NJ"
"406","ESSEX","501638","August","2018","NJ"
"407","GLOUCESTER","211103","August","2018","NJ"
"408","HUDSON","356585","August","2018","NJ"
